Assembly Accession	Assembly Name	Organism Name	Assembly Stats Total Sequence Length	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene
GCF_013466985.1	ASM1346698v1	Nocardioides ungokensis	4624782	4918	4531	330
GCF_003076455.1	ASM307645v1	Flavobacterium faecale	4621116	3810	3700	23
GCF_019457555.1	ASM1945755v1	Shewanella spartinae	4619816	4028	3888	13
GCF_010669125.1	ASM1066912v1	Ancylobacter pratisalsi	4778271	4496	4375	62
GCF_006385595.1	ASM638559v1	Luteibacter pinisoli	4610696	4190	4111	18
GCF_023101345.1	ASM2310134v1	Hymenobacter sublimis	4778575	4026	3945	23
GCF_029625215.1	ASM2962521v1	Aurantibacillus circumpalustris	4604442	3812	3760	5
GCF_024360925.2	ASM2436092v2	Methylomonas rapida	4592903	4336	4223	47
GCF_023169965.1	ASM2316996v1	Anaeromyxobacter paludicola	4590331	4071	4000	11
GCF_019884785.1	ASM1988478v1	Crassaminicella profunda	4589101	4248	4059	23
GCF_018459925.1	ASM1845992v1	Nocardioides aquaticus	4580814	4483	4367	61
GCF_026870175.2	ASM2687017v2	Flavobacterium aestivum	4580707	3938	3850	13
GCF_019457655.1	ASM1945765v1	Shewanella rhizosphaerae	4578721	3997	3866	6
GCF_010731615.1	ASM1073161v1	Mycolicibacterium insubricum	4577045	4320	4189	76
GCF_003627755.1	ASM362775v1	Rhizobium jaguaris	8025568	7550	7180	305
GCF_017868935.1	ASM1786893v1	Halomonas sulfidivorans	4572976	4292	4178	30
GCF_003935895.2	ASM393589v2	Scandinavium goeteborgense	4713964	4541	4353	67
GCF_013003965.1	ASM1300396v1	Usitatibacter rugosus	4563145	4339	4273	8
GCF_011388215.1	ASM1138821v1	Hydrogenophaga crocea	4561131	4349	4276	20
GCF_013394655.1	ASM1339465v1	Winogradskyella schleiferi	4560973	3964	3896	21
GCF_008632455.1	ASM863245v1	Methylomonas rhizoryzae	4554005	4027	3932	37
GCF_032050975.1	ASM3205097v1	Candidatus Nitrospira allomarina	4553057	3938	3870	16
GCF_004802635.2	ASM480263v2	Methylocystis heyeri	4727788	4287	4176	45
GCF_008122265.1	ASM812226v1	Marinobacter fonticola	4543926	4044	3956	22
GCF_009739515.1	ASM973951v1	Sphingomonas profundi	4538634	4331	4201	74
GCF_027359925.1	ASM2735992v1	Hymenobacter canadensis	5091677	4378	4280	33
GCF_027474825.1	ASM2747482v2	Maribacter halichondriae	4529002	4327	3990	289
GCF_002953195.1	ASM295319v1	Mixta gaviniae	4527605	4267	4001	150
GCF_019457575.1	ASM1945757v1	Shewanella alkalitolerans	4526391	3951	3814	9
GCF_004135975.1	ASM413597v1	Solidesulfovibrio carbinolicus	4688868	4210	4110	28
GCF_030295425.1	ASM3029542v1	Mesoterricola sediminis	4524604	3951	3854	38
GCF_029193595.2	ASM2919359v2	Providencia hangzhouensis	4598023	4243	4109	30
GCF_027247405.1	ASM2724740v1	Jatrophihabitans cynanchi	4515412	4399	4309	35
GCF_019457615.1	ASM1945761v1	Shewanella zhangzhouensis	4513856	4007	3850	26
GCF_019457495.1	ASM1945749v1	Shewanella aegiceratis	4513739	3947	3812	9
GCF_016495725.1	ASM1649572v1	Salicibibacter cibarius	4513310	4531	4361	89
GCF_013394595.1	ASM1339459v1	Winogradskyella forsetii	4512651	3905	3839	18
GCF_014250515.1	ASM1425051v1	Hymenobacter sediminicola	4511071	3865	3789	15
GCF_022919115.1	ASM2291911v1	Gracilibacillus caseinilyticus	4509959	4324	4130	105
GCF_030035605.1	ASM3003560v1	Silvimonas soli	4508233	4143	4045	22
GCF_010730055.1	ASM1073005v1	Mycobacterium shinjukuense	4504020	4130	3766	313
GCF_027111315.2	ASM2711131v2	Flavobacterium limnophilum	4510424	3738	3632	25
GCF_009856625.1	ASM985662v1	Aquitalea denitrificans	4502301	4201	4057	18
GCF_900095885.1	Daq1742	Dickeya aquatica	4501560	4089	3881	105
GCF_003008515.1	ASM300851v1	Phreatobacter cathodiphilus	4494445	4365	4280	27
GCF_017868775.1	ASM1786877v1	Billgrantia sulfidoxydans	4491948	4187	4066	36
GCF_029869925.1	ASM2986992v1	Microbulbifer bruguierae	4481396	3673	3593	9
GCF_007859655.1	ASM785965v1	Devosia ginsengisoli	4480314	4427	4259	117
GCF_902459535.1	Paraburkholderia_sp_Msb3	Paraburkholderia dioscoreae	8347503	7536	7328	122
GCF_037076455.1	ASM3707645v1	Desulfoferula mesophilus	4479191	4163	4072	38
GCF_005577435.1	ASM557743v1	Paenibacillus algicola	4475055	4188	4011	66
GCF_025502585.1	ASM2550258v1	Reichenbachiella agarivorans	4474154	3721	3661	11
GCF_020991065.1	ASM2099106v1	Nocardioides okcheonensis	4471533	4363	4276	33
GCF_009746125.1	ASM974612v1	Casimicrobium huifangae	4465898	4036	3957	24
GCF_003382565.3	ASM338256v3	Pectobacterium aquaticum	4464425	4140	3893	141
GCF_010726505.1	ASM1072650v1	Mycobacterium novum	4458926	4222	4068	96
GCF_016406105.1	ASM1640610v1	Brevibacillus composti	4468589	4473	4242	80
GCF_020511155.1	ASM2051115v1	Shewanella glacialimarina	4456447	3917	3773	25
GCF_014960965.1	ASM1496096v1	Ruania alkalisoli	4448695	3948	3877	17
GCF_025264665.1	ASM2526466v1	Edaphobacter flagellatus	4445627	3710	3647	8
GCF_003429285.1	ASM342928v1	Salinimonas sediminis	4440293	3856	3729	39
GCF_020519665.1	ASM2051966v1	Bacillus shivajii	4440119	4254	4067	28
GCF_026240635.1	ASM2624063v1	Trichothermofontia sichuanensis B231	4436989	3791	3602	134
GCF_013200955.2	ASM1320095v2	Pseudomonas campi	4436925	4086	3985	30
GCF_006494815.1	ASM649481v1	Nocardioides sambongensis	4434294	4356	4135	164
GCF_900465055.1	MORIYA_PRJEB24680v2	Moritella yayanosii	4433651	4140	3871	102
GCF_008000755.1	ASM800075v1	Youhaiella tibetensis	4430734	4379	4289	32
GCF_027625475.1	ASM2762547v1	Sphingomonas abietis	4429509	4205	4062	71
GCF_008728635.1	ASM872863v1	Hymenobacter baengnokdamensis	4428884	3794	3717	24
GCF_004006175.1	ASM400617v1	Parasedimentitalea marina	5080916	4920	4709	135
GCF_021117425.1	ASM2111742v1	Brevibacterium zhoupengii	4408116	3964	3879	21
GCF_010729485.1	ASM1072948v1	Mycolicibacter hiberniae	4396654	4123	3985	82
GCF_017569225.1	ASM1756922v1	Pengzhenrongella sicca	4395128	4021	3930	34
GCF_013177455.1	ASM1317745v1	Nocardioides marmotae	4391338	4180	4112	9
GCF_013376455.1	ASM1337645v1	Desulfolutivibrio sulfodismutans DSM 3696	4440187	4063	3966	27
GCF_006970865.1	ASM697086v1	Rhodoferax sediminis	4387497	4255	4121	85
GCF_021391395.1	ASM2139139v1	Sphingomonas cannabina	4386171	4110	4032	27
GCF_030295975.1	ASM3029597v1	Thalassotalea atypica	4386062	3924	3799	24
GCF_003611035.1	ASM361103v1	Cryobacterium soli	4385465	4088	4001	24
GCF_003024155.1	ASM302415v1	Christiangramia fulva	4380140	3886	3808	18
GCF_011492945.1	ASM1149294v1	Rubrobacter tropicus	4584100	4641	4560	26
GCF_029223885.1	ASM2922388v1	Rhizobium gei	4751289	4574	4448	63
GCF_011044155.1	ASM1104415v1	Pikeienuella piscinae	4373045	4186	4066	69
GCF_009740285.1	ASM974028v1	Phnomibacter ginsenosidimutans	4372196	4039	3925	67
GCF_019457595.1	ASM1945759v1	Shewanella psychrotolerans	4368735	3849	3685	36
GCF_017357245.1	ASM1735724v1	Rhizobium bangladeshense	6348611	6105	5851	190
GCF_014899185.1	ASM1489918v1	Pseudooceanicola spongiae	4365781	4142	4022	58
GCF_019740355.2	ASM1974035v2	Paracrocinitomix mangrovi	4365762	3879	3807	6
GCF_022807975.1	ASM2280797v1	Abyssalbus ytuae	4365036	3679	3613	11
GCF_025857195.1	ASM2585719v1	Leisingera thetidis	5473091	5201	4940	186
GCF_029277445.1	ASM2927744v1	Pararhizobium qamdonense	6242368	6098	5930	97
GCF_025136295.1	ASM2513629v1	Aestuariispira ectoiniformans	4361962	4117	4043	10
GCF_005155025.1	ASM515502v1	Aquitalea aquatilis	4359891	4097	3943	28
GCF_003268655.1	ASM326865v1	Arthrobacter dokdonellae	4530754	4050	3919	63
GCF_003952725.1	ASM395272v1	Georhizobium profundi	4356607	4250	4145	48
GCF_014126825.1	ASM1412682v1	Tomitella gaofuii	4353844	4068	3888	115
GCF_006159205.1	ASM615920v1	Antarcticibacterium flavum	4353683	3864	3744	61
GCF_009913235.1	ASM991323v1	Nibribacter ruber	4352178	3686	3627	5
GCF_010092985.1	ASM1009298v1	Pontibacter pudoricolor	4344619	3773	3687	26
GCF_021650935.1	ASM2165093v1	Thiothrix winogradskyi	4380446	4343	4233	39
GCF_026247885.1	ASM2624788v1	Methylococcus mesophilus	4343116	4081	3981	42
GCF_016618195.1	ASM1661819v1	Providencia manganoxydans	4342370	3972	3832	31
GCF_014805825.1	ASM1480582v1	Marinomonas algicola	4490436	4119	3955	48
GCF_019968605.1	ASM1996860v1	Polaribacter litorisediminis	4339639	3721	3620	49
GCF_008973485.1	ASM897348v1	Psychrobacillus glaciei	4351338	4189	3999	75
GCF_011044255.1	ASM1104425v1	Rhizorhabdus phycosphaerae	4327794	4045	3980	9
GCF_008033135.1	ASM803313v1	Chitinolyticbacter meiyuanensis	4325960	4178	4078	29
GCF_019457515.1	ASM1945751v1	Shewanella mesophila	4323583	3830	3665	38
GCF_017498525.1	ASM1749852v1	Ottowia testudinis	4320685	4110	3969	78
GCF_019464535.1	ASM1946453v1	Horticoccus luteus	4320198	3459	3394	13
GCF_021044565.1	ASM2104456v1	Subtercola endophyticus	4318731	3996	3895	45
GCF_002499975.2	ASM249997v2	Alteromonas pelagimontana	4314189	3793	3683	37
GCF_016772275.1	ASM1677227v1	Heyndrickxia vini	4309805	4297	4090	75
GCF_019703855.1	ASM1970385v1	Desulfomarina profundi	4307339	4052	3883	100
GCF_009388985.1	ASM938898v1	Halioglobus maricola	4306437	3922	3863	7
GCF_023517775.1	ASM2351777v1	Mixta hanseatica	4444806	4227	4032	82
GCF_023612255.1	ASM2361225v1	Luteibacter flocculans	4299254	3727	3638	30
GCF_019930585.1	ASM1993058v1	Sphingomonas nostoxanthinifaciens	4298284	4139	4041	38
GCF_018595685.2	ASM1859568v2	Flavihumibacter rivuli	4297234	3639	3587	6
GCF_019504385.1	ASM1950438v1	Devosia salina	4296375	4237	4140	38
GCF_003353065.1	ASM335306v1	Cyclonatronum proteinivorum	4294247	3188	3123	10
GCF_007747445.1	ASM774744v1	Poriferisphaera corsica	4291168	3519	3458	10
GCF_017901135.1	ASM1790113v1	Thiothrix litoralis	4284843	4191	4087	47
GCF_023373525.1	ASM2337352v1	Brachybacterium kimchii	4348474	3957	3831	26
GCF_008275125.1	ASM827512v1	Chromobacterium paludis	4279774	4102	3944	28
GCF_004295665.1	ASM429566v1	Litorilituus sediminis	4275717	3802	3692	23
GCF_030295995.1	ASM3029599v1	Thalassotalea hakodatensis	4275310	3795	3671	34
GCF_021049285.1	ASM2104928v1	Ruania halotolerans	4270413	3855	3774	27
GCF_002085925.2	ASM208592v2	Thioclava electrotropha	4395474	4220	4083	73
GCF_011420305.2	ASM1142030v2	Nocardioides ochotonae	4264922	4100	4024	13
GCF_007197755.1	ASM719775v1	Ferrovibrio terrae	4264634	4196	4135	9
GCF_026016465.1	ASM2601646v1	Alkalimarinus alittae	4254924	3861	3752	36
GCF_011617705.1	ASM1161770v1	Brevibacterium limosum	4253182	3805	3712	31
GCF_017354965.1	ASM1735496v1	Shewanella sedimentimangrovi	4242357	3789	3636	24
GCF_017309675.2	ASM1730967v2	Bacteroides humanifaecis	4240638	3486	3331	78
GCF_022919095.1	ASM2291909v1	Halobacillus salinarum	4240228	4382	4133	158
GCF_016834455.1	ASM1683445v1	Shewanella litorisediminis	4237767	3782	3641	10
GCF_023169885.1	ASM2316988v1	Desulfofustis limnaeus	4232141	3823	3731	30
GCF_030296615.1	ASM3029661v1	Frondihabitans sucicola	4680421	4995	4416	508
GCF_004135365.1	ASM413536v1	Paenibacillus protaetiae	4228822	4003	3756	124
GCF_003058465.1	ASM305846v1	Orrella marina	4227194	3794	3564	173
GCF_003076475.1	ASM307647v1	Flavobacterium kingsejongi	4224053	3829	3710	43
GCF_010731755.1	ASM1073175v1	Mycolicibacter minnesotensis	4224047	3906	3789	59
GCF_004358445.1	ASM435844v1	Parashewanella tropica	4222191	3766	3612	31
GCF_029714185.1	ASM2971418v1	Halobacillus naozhouensis	4237314	4317	4178	46
GCF_029892065.1	ASM2989206v1	Sinorhizobium garamanticum	6834248	6427	6119	240
GCF_004355225.1	ASM435522v1	Flavobacterium nackdongense	4217227	3541	3466	16
GCF_036621415.1	ASM3662141v1	Nitratireductor thuwali	4746780	4619	4449	110
GCF_014764365.1	ASM1476436v1	Roseococcus microcysteis	4208010	4140	4011	72
GCF_014127485.1	ASM1412748v1	Nocardioides dongkuii	4207844	4083	4009	18
GCF_013363755.1	ASM1336375v1	Comamonas antarctica	5025439	4640	4466	60
GCF_013624435.2	ASM1362443v2	Nocardioides campestrisoli	4206296	3987	3916	13
GCF_017354945.1	ASM1735494v1	Shewanella avicenniae	4201682	3729	3586	23
GCF_015679265.1	ASM1567926v1	Pontivivens ytuae	4199362	4195	4111	30
GCF_023516435.1	ASM2351643v1	Jatrophihabitans telluris	4193897	3864	3791	20
GCF_024508315.1	ASM2450831v1	Cellulomonas xiejunii	4190910	3847	3761	32
GCF_003940805.1	ASM394080v1	Tabrizicola piscis	4387422	4297	4201	39
GCF_018389385.1	ASM1838938v1	Anthocerotibacter panamensis C109	4187797	3985	3905	28
GCF_025642115.1	ASM2564211v1	Chitiniphilus purpureus	4186520	3856	3756	31
GCF_007859675.1	ASM785967v1	Humibacter ginsenosidimutans	4183638	3869	3720	93
GCF_009834925.2	ASM983492v2	Eggerthella guodeyinii	4175177	3568	3500	7
GCF_021398215.1	ASM2139821v1	Arthrobacter polaris	4172959	3471	3258	142
GCF_020883455.1	ASM2088345v1	Spiribacter halobius	4172350	3876	3791	32
GCF_006352065.1	ASM635206v1	Georgenia yuyongxinii	4171640	3828	3720	49
GCF_902813185.1	Denitratisoma_oestradiolicum_DSM16959	Denitratisoma oestradiolicum	4293412	4003	3898	44
GCF_026810365.1	ASM2681036v2	Flavobacterium praedii	4168457	3549	3460	9
GCF_026168515.1	ASM2616851v1	Brevibacterium spongiae	4217721	3785	3685	37
GCF_010726955.1	ASM1072695v1	Mycolicibacterium fallax	4156821	4022	3860	106
GCF_011617245.1	ASM1161724v1	Brevibacterium atlanticum	4156794	3698	3605	31
GCF_011492965.1	ASM1149296v1	Rubrobacter marinus	4420351	4631	4461	117
GCF_014672695.1	ASM1467269v1	Defluviicoccus vanus	4226795	3824	3478	289
GCF_010731835.1	ASM1073183v1	Mycolicibacillus koreensis	4155701	4133	3936	106
GCF_027924565.1	ASM2792456v1	Lysobacter auxotrophicus	4155451	3787	3684	43
GCF_007833215.1	ASM783321v1	Sphingomonas suaedae	4154291	3974	3890	31
GCF_022921115.1	ASM2292111v1	Halobacillus amylolyticus	4299351	4358	4101	159
GCF_019623905.1	ASM1962390v1	Neotabrizicola shimadae	4392453	4247	4164	26
GCF_034259205.1	ASM3425920v1	Peredibacter starrii	4153408	4150	4103	3
GCF_017569185.1	ASM1756918v1	Polaribacter cellanae	4143164	3658	3559	50
GCF_004851605.1	ASM485160v1	Hydrocarboniclastica marina	4258501	3760	3678	20
GCF_017068455.1	ASM1706845v1	Fulvivirga lutea	4137993	3668	3618	4
GCF_019457475.1	ASM1945747v1	Shewanella acanthi	4133651	3564	3416	14
GCF_012295575.1	ASM1229557v1	Ferrimonas lipolytica	4133133	3748	3536	28
GCF_006974145.1	ASM697414v1	Changchengzhania lutea	4130958	3708	3611	45
GCF_008727795.1	ASM872779v1	Nitrincola iocasae	4172991	3877	3779	21
GCF_005222225.1	ASM522222v1	Salinimonas lutimaris	4123530	3688	3563	13
GCF_029542625.1	ASM2954262v1	Tepidibacter hydrothermalis	4161809	4017	3836	23
GCF_024508275.1	ASM2450827v1	Cellulomonas wangsupingiae	4118098	3794	3715	25
GCF_002893765.1	ASM289376v1	Tamlana carrageenivorans	4116543	3625	3508	60
GCF_028747805.1	ASM2874780v1	Solibacillus daqui	4107949	4056	3848	40
GCF_022647505.1	ASM2264750v1	[Pantoea] beijingensis	4107390	3724	3546	68
GCF_030271835.1	ASM3027183v1	Proteus appendicitidis	4105600	3732	3598	23
GCF_003574965.1	ASM357496v1	Hymenobacter oligotrophus	4188814	3649	3578	10
GCF_003352005.1	ASM335200v1	Oceanobacillus zhaokaii	4103611	4020	3819	64
GCF_017792025.1	ASM1779202v1	Sediminibacillus dalangtanensis	4100703	4006	3859	46
GCF_003600625.1	ASM360062v1	Arachidicoccus soli	4099663	3419	3349	19
GCF_021390075.1	ASM2139007v1	Cytobacillus spongiae	4789051	4836	4629	60
GCF_020809405.1	ASM2080940v1	Terrisporobacter hibernicus	4116837	4038	3894	11
GCF_015476115.1	ASM1547611v1	Aegicerativicinus sediminis	4094245	3532	3479	6
GCF_025231525.1	ASM2523152v1	Sphingomonas endolithica	4093801	3904	3809	38
GCF_007197575.1	ASM719757v1	Ornithinimicrobium ciconiae	4092907	3791	3709	27
GCF_019931675.1	ASM1993167v1	Nocardioides rotundus	4088569	4004	3902	46
GCF_016132545.1	ASM1613254v1	Spongiibacter nanhainus	4078570	3686	3622	14
GCF_018388445.1	ASM1838844v1	Cellulomonas wangleii	4076825	3743	3672	14
GCF_003367375.1	ASM336737v1	Gallaecimonas mangrovi	4071977	3896	3758	31
GCF_018802605.1	ASM1880260v1	Paludibacterium paludis	4069732	3771	3604	52
GCF_013372285.1	ASM1337228v1	Marinomonas primoryensis	4068722	3780	3651	29
GCF_025345565.1	ASM2534556v1	Thalassolituus hydrocarboniclasticus	4067951	3655	3576	9
GCF_023746535.1	ASM2374653v1	Sneathiella marina	4067215	3910	3836	11
GCF_028735875.1	ASM2873587v1	Shouchella hunanensis	4064600	4170	4040	24
GCF_014926585.1	ASM1492658v1	Devosia beringensis	4048765	3945	3861	26
GCF_003710085.1	ASM371008v1	Nocardioides pantholopis	4041717	3889	3808	20
GCF_015240255.1	ASM1524025v1	Kordiimonas pumila	4041658	3613	3537	24
GCF_022760175.1	ASM2276017v1	Zhouia spongiae	4040482	3395	3323	12
GCF_005887635.2	ASM588763v2	Paroceanicella profunda	5468583	4850	4721	60
GCF_016772315.1	ASM1677231v1	Thiothrix subterranea	4077558	4039	3935	42
GCF_014524565.1	ASM1452456v1	Croceimicrobium hydrocarbonivorans	4035598	3616	3567	4
GCF_031202285.1	ASM3120228v1	Terrisporobacter mayombei	4064271	4027	3869	23
GCF_010728155.1	ASM1072815v1	Mycolicibacterium doricum	4029398	3969	3732	182
GCF_023556315.2	ASM2355631v2	Psychroserpens ponticola	4029301	3546	3495	5
GCF_004421105.1	ASM442110v1	Nitrosococcus wardiae	4022640	3856	3718	84
GCF_009834025.1	ASM983402v1	Epidermidibacterium keratini	4018808	3847	3776	18
GCF_004564375.1	ASM456437v1	Nocardioides euryhalodurans	4017744	3969	3901	12
GCF_008329965.1	ASM832996v1	Oceanispirochaeta crateris	4012482	3637	3544	21
GCF_022811705.1	ASM2281170v1	Agromyces larvae	4005264	3805	3717	31
GCF_008761635.1	ASM876163v1	Nocardioides cynanchi	3998545	3920	3843	22
GCF_013358405.1	ASM1335840v1	Oricola thermophila	3998539	3887	3798	36
GCF_009931615.1	ASM993161v1	Algicella marina	3994758	3937	3868	16
GCF_018388465.1	ASM1838846v1	Cellulomonas fengjieae	3989908	3729	3666	9
GCF_004102025.1	ASM410202v1	Actinomyces qiguomingii	3988549	3355	3244	50
GCF_008000935.1	ASM800093v1	Flavobacterium alkalisoli	3985855	3694	3607	28
GCF_003114835.2	ASM311483v3	Leptospira kobayashii	4304943	3948	3885	20
GCF_017487405.1	ASM1748740v1	Brevundimonas goettingensis	3984955	3949	3866	26
GCF_003096035.1	ASM309603v1	Flavobacterium album	3983546	3585	3510	16
GCF_015277855.1	ASM1527785v1	Microbacterium cremeum	3982951	3541	3464	20
GCF_018623035.1	ASM1862303v1	Cellulomonas dongxiuzhuiae	3980357	3631	3554	23
GCF_004300825.1	ASM430082v1	Egicoccus halophilus	3980161	3655	3584	16
GCF_907165195.1	Cryomorphaceae_CECT30217	Parvicella tangerina	3980026	3565	3512	11
GCF_003963515.1	ASM396351v1	Brevibacillus marinus	4079826	3915	3745	62
GCF_900478135.1	28193_H01	Leminorella richardii	3976274	3622	3424	102
GCF_016858125.1	ASM1685812v1	Azospira restricta	3975213	3793	3720	13
GCF_004683965.1	ASM468396v1	Nocardioides seonyuensis	3974362	3914	3831	28
GCF_019880205.1	ASM1988020v1	Pantoea alfalfae	4750202	4431	4257	60
GCF_016469335.1	ASM1646933v1	Flocculibacter collagenilyticus	3973578	3475	3353	17
GCF_006965545.2	ASM696554v2	Paenalkalicoccus suaedae	4040495	4005	3890	17
GCF_021049245.1	ASM2104924v1	Radiobacillus kanasensis	4031766	4087	3940	52
GCF_014287515.2	ASM1428751v2	Roseburia rectibacter	3959994	3631	3476	68
GCF_013003985.1	ASM1300398v1	Usitatibacter palustris	3958808	3840	3780	6
GCF_018982885.2	ASM1898288v2	Polymorphobacter megasporae	4894723	4540	4399	89
GCF_035930445.1	ASM3593044v1	Sphingopyxis chilensis	3952559	3712	3647	14
GCF_014337215.1	ASM1433721v1	Wansuia hejianensis	3949724	3659	3537	45
GCF_003966715.1	ASM396671v1	Blastochloris tepida	3949390	3623	3528	36
GCF_007559025.1	ASM755902v1	Tomitella fengzijianii	4013250	3678	3573	42
GCF_016613475.2	ASM1661347v2	Lysobacter arenosi	3947892	3604	3433	111
GCF_026230175.1	ASM2623017v1	Desulfovibrio mangrovi	3947083	3524	3426	16
GCF_030295765.1	ASM3029576v1	Neptuniibacter halophilus	4113600	3846	3728	15
GCF_016925535.1	ASM1692553v1	Natronoglycomyces albus	4012379	3443	3339	43
GCF_021545785.1	ASM2154578v1	Halopseudomonas maritima	3935609	3619	3527	24
GCF_007197735.1	ASM719773v1	Formosa sediminum	3934786	3437	3362	13
GCF_029958925.1	ASM2995892v1	Tropicibacter oceani	4147834	3958	3875	22
GCF_025854335.1	ASM2585433v1	Pelagibacterium flavum	3930456	3927	3817	54
GCF_017751145.1	ASM1775114v1	Iocasia fonsfrigidae	3926493	3790	3701	15
GCF_021432765.1	ASM2143276v1	Pseudomonas phenolilytica	3922746	3752	3655	21
GCF_022370835.2	ASM2237083v2	Mycolicibacillus parakoreensis	3936223	3778	3681	42
GCF_028607085.1	ASM2860708v1	Sphingomonas naphthae	4310851	4199	4109	34
GCF_003351765.1	ASM335176v1	Ornithinimicrobium avium	3918911	3633	3533	44
GCF_003008595.1	ASM300859v1	Simplicispira suum	4154448	3909	3757	88
GCF_016743815.1	ASM1674381v1	Sphingomonas aliaeris	4262007	4140	3832	251
GCF_018866305.1	ASM1886630v1	Arthrobacter sunyaminii	3914265	3599	3501	24
GCF_023008245.1	ASM2300824v1	Flavobacterium sediminilitoris	3913692	3596	3520	14
GCF_013389455.1	ASM1338945v1	Flavobacterium inviolabile	3913347	3538	3449	5
GCF_011617465.1	ASM1161746v1	Brevibacterium pigmentatum	3913130	3558	3461	35
GCF_013402795.1	ASM1340279v1	Costertonia aggregata	3910334	3608	3543	10
GCF_009762795.1	ASM976279v1	Pseudodesulfovibrio cashew	3909950	3600	3523	9
GCF_004798685.1	ASM479868v1	Cellulomonas shaoxiangyii	3909366	3495	3425	13
GCF_003352165.1	ASM335216v1	Acidibrevibacterium fodinaquatile	4037611	3853	3688	109
GCF_022267555.1	ASM2226755v1	Proteiniphilum propionicum	3906720	3287	3160	71
GCF_026625145.1	ASM2662514v1	Lacinutrix neustonica	3905328	4382	3523	805
GCF_030295935.1	ASM3029593v1	Thalassotalea piscium	3903981	3488	3376	27
GCF_003008535.1	ASM300853v1	Ottowia oryzae	3901011	3603	3499	41
GCF_004367585.1	ASM436758v1	Paenisporosarcina antarctica	3972524	3811	3665	49
GCF_030295915.1	ASM3029591v1	Thalassotalea sediminis	3896845	3514	3417	8
GCF_029953595.1	ASM2995359v1	Fuscovulum ytuae	4185011	3994	3922	15
GCF_017498485.1	ASM1749848v1	Polaribacter batillariae	3890129	3426	3291	88
GCF_003100395.1	ASM310039v1	Aquabacterium olei	4256308	3827	3728	25
GCF_021353295.2	ASM2135329v2	Pseudodesulfovibrio thermohalotolerans	3887578	3651	3540	31
GCF_008001235.1	ASM800123v1	Salidesulfovibrio onnuriiensis	3886744	3657	3554	24
GCF_009905215.1	ASM990521v1	Tichowtungia aerotolerans	3882676	3172	3106	11
GCF_003952345.1	ASM395234v1	Iodobacter ciconiae	3877377	3444	3269	69
